no,gender,age,age_group,los,last_login_days_ago,info_vacancy_period,is_take_test_minat,is_experienced,is_need_job,is_auto_apply_job,is_completed_profile,total_docs_upload,is_cv_uploaded,expected_salary,have_additional_skill,usr_group_specialization,apply_job_weekend_weekday_tendency,apply_training_weekend_weekday_tendency,training_level_tendency,education_enthuasiast_lvl,frequency_activity,recency_engagement,user_lifecycle,user_ses,job_sensitivity,searching_job_behavior,work_distance_tendency
514,Wanita,29,26-35,393,393,daily,No,Yes,Yes,No,Yes,0,Yes,6-7 jt,No,Personalia / SDM / HR,Weekday,,,Moderate,Low,Medium,Churn,A,,Active canidate,Different Province
515,Pria,52,46-55,1428,860,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Jasa / Pelayanan,,,,Basic,Low,Low,New,B,,Active canidate,
516,Pria,25,18-25,218,218,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Ilmu Sosial & Politik,,,,Basic,,High,New,B,,,
517,Wanita,20,18-25,560,553,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Medium,New,B,,,
518,Wanita,43,36-45,857,857,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,Low,New,,,,
519,Wanita,25,18-25,690,553,monthly,No,Yes,No,No,Yes,0,Yes,3-5 jt,No,Seni / Media / Komunikasi,,,,Moderate,,Medium,New,A,,Future Candidates,
520,Pria,21,18-25,270,270,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,High,New,B,,,
521,Wanita,29,26-35,1669,860,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,A,,,
522,Pria,21,18-25,307,306,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Manufaktur,Weekday,,,Basic,Low,Medium,Churn,B,,,Same Province
523,Pria,22,18-25,596,589,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Pemasaran ,Weekday,,,Basic,Low,Low,Churn,B,High,,
524,Wanita,23,18-25,619,612,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,B,,,
525,Wanita,23,18-25,1027,860,monthly,No,Yes,No,No,Yes,0,No,< 3 Jt,No,Administrasi / GA,,,,Basic,,Low,New,C,,Future Candidates,
526,Wanita,21,18-25,209,209,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,High,New,C,,,
527,Wanita,25,18-25,385,384,monthly,No,Yes,No,No,Yes,0,No,6-7 jt,No,Manufaktur,,,,Basic,,Medium,New,A,,Passive canidate,
528,Wanita,24,18-25,1442,846,weekly,No,Yes,Yes,No,Yes,1,No,< 3 Jt,No,Pemasaran ,,,,Basic,Low,Low,New,C,,Active canidate,
529,Wanita,22,18-25,1076,829,daily,Yes,Yes,Yes,No,Yes,0,Yes,3-5 jt,Yes,,,,,Moderate,,Low,New,A,,Active canidate,
530,Wanita,25,18-25,726,720,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,A,,,
531,Pria,34,26-35,1453,860,monthly,No,Yes,Yes,Yes,No,0,No,8-10 jt,Yes,Pemasaran ,,,,Basic,Low,Low,New,A,,,
532,Pria,4,<=17,1415,860,daily,No,Yes,No,No,No,0,No,6-7 jt,No,Ilmu Sosial & Politik,,,,Moderate,,Low,New,A,,,
533,Pria,23,18-25,857,850,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Manufaktur,,,,Basic,,Low,New,B,,Passive canidate,
534,Pria,29,26-35,37,15,monthly,No,Yes,Yes,No,Yes,0,No,6-7 jt,No,,Weekday,,,Moderate,Low,High,Churn,A,Low,,Different Province
535,Wanita,26,26-35,688,611,monthly,Yes,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,,
536,Pria,30,26-35,683,676,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Pemasaran ,,,,Basic,,Low,New,A,,,
537,Pria,4,<=17,1311,846,daily,No,Yes,Yes,No,Yes,0,No,8-10 jt,Yes,Jasa / Pelayanan,,,,Moderate,Low,Low,New,A,,Active canidate,
538,Pria,28,26-35,1077,528,,No,Yes,Yes,,No,0,No,,No,Keahlian Teknik,,,,Moderate,Low,Medium,New,A,,,
539,Pria,35,26-35,1463,846,monthly,No,Yes,Yes,No,Yes,2,No,6-7 jt,No,Jasa / Pelayanan,,,,Moderate,Low,Low,New,A,,,
540,Wanita,21,18-25,1045,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,Future Candidates,
541,Pria,21,18-25,1153,528,,No,Yes,,,No,0,No,,No,Administrasi / GA,,,,Basic,,Medium,New,C,,,
542,Pria,25,18-25,536,534,monthly,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,Yes,Administrasi / GA,,,,Moderate,Low,Medium,New,A,,Future Candidates,
543,Wanita,33,26-35,1336,860,weekly,No,Yes,Yes,No,No,0,No,,No,,,,,Basic,Low,Low,New,C,,Active canidate,
544,Wanita,21,18-25,525,466,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Manufaktur,Weekday,,,Basic,Low,Medium,Churn,B,,Active canidate,
545,Pria,28,26-35,1271,528,,No,Yes,No,,Yes,1,Yes,,No,Teknologi Informasi (TI),,,,Moderate,,Medium,New,A,,,
546,Wanita,21,18-25,871,860,monthly,No,Yes,No,No,No,0,No,6-7 jt,No,Pelayanan Kesehatan,,,,Basic,,Low,New,A,,Future Candidates,
547,Pria,52,46-55,1396,846,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Ilmu Pengetahuan,,,,Moderate,Low,Low,New,A,,Active canidate,
548,Wanita,21,18-25,273,273,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Pelayanan Kesehatan,,,,Basic,,High,New,B,,,
549,Pria,30,26-35,1419,860,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Penjualan,Weekday,,,Moderate,Low,Low,Churn,A,High,,Same Province
550,Pria,24,18-25,571,566,monthly,No,Yes,No,No,Yes,0,No,6-7 jt,No,Administrasi / GA,,,,Moderate,Low,Medium,New,A,,Future Candidates,
551,Pria,28,26-35,2075,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Hukum / Legal,,,,Moderate,Low,Low,New,A,,Passive canidate,
552,Pria,29,26-35,712,712,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Moderate,,Low,New,A,,,
553,Pria,26,26-35,533,533,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Ilmu Sosial & Politik,,,,Moderate,,Medium,New,A,,,
554,Wanita,29,26-35,1445,860,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
555,Wanita,22,18-25,1037,860,2week,No,Yes,Yes,Yes,Yes,3,Yes,3-5 jt,No,Ilmu Pengetahuan,,,,Basic,,Low,New,A,,,
556,Pria,21,18-25,603,596,monthly,No,Yes,No,No,Yes,0,No,< 3 Jt,No,Administrasi / GA,,,,Basic,Low,Low,New,C,,,
557,Pria,23,18-25,1686,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Pemasaran ,,,,Basic,,Low,New,B,,,
558,Wanita,25,18-25,230,230,monthly,No,Yes,No,No,No,0,No,6-7 jt,No,Administrasi / GA,,,,Moderate,Low,High,New,A,,,
559,Pria,21,18-25,634,634,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,Low,Low,New,B,,Future Candidates,
560,Wanita,21,18-25,544,538,monthly,Yes,Yes,No,No,Yes,0,Yes,< 3 Jt,No,Penjualan,Weekday,,,Basic,Low,Medium,Churn,C,,Future Candidates,Same Province
561,Wanita,22,18-25,385,354,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,,,,,Basic,Low,Medium,New,B,,,
562,Wanita,22,18-25,275,275,monthly,No,Yes,No,No,No,0,No,,No,Akuntansi / Keuangan,,,,Moderate,,High,New,A,,,
563,Wanita,22,18-25,340,340,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,Weekday,,,Basic,Low,Medium,Churn,A,Low,,Same Province
564,Pria,25,18-25,431,431,monthly,No,Yes,No,No,Yes,0,No,11-15 jt,No,Teknologi Informasi (TI),,,,Moderate,,Medium,New,A,,,
565,Pria,23,18-25,1443,860,weekly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,,
566,Wanita,22,18-25,41,41,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,High,New,,,,
567,Pria,36,36-45,1108,848,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,Passive canidate,
568,Pria,28,26-35,1925,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Ilmu Pengetahuan,,,,Basic,,Low,New,B,,,
569,Pria,28,26-35,1675,860,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Personalia / SDM / HR,,,,Moderate,,Low,New,A,,,
570,Pria,28,26-35,337,337,monthly,Yes,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Personalia / SDM / HR,Weekday,,,Moderate,Low,Medium,Churn,A,,,
571,Wanita,21,18-25,1089,528,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,Low,Medium,New,B,,Active canidate,
572,Pria,21,18-25,1127,7,daily,Yes,Yes,Yes,Yes,Yes,0,Yes,3-5 jt,No,Jasa / Pelayanan,Weekday,Weekday,,Moderate,Low,High,Retain,B,High,Active canidate,
573,Pria,24,18-25,510,510,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Ilmu Sosial & Politik,,,,Basic,,Medium,New,B,,,
574,Pria,26,26-35,1109,860,monthly,Yes,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Administrasi / GA,,,,Basic,Low,Low,New,B,,,
575,Wanita,29,26-35,1931,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Pelayanan Kesehatan,,,,Basic,,Low,New,B,,,
576,Pria,30,26-35,1840,843,monthly,No,Yes,No,No,Yes,0,No,11-15 jt,No,Ilmu Sosial & Politik,,,,Advance,Low,Low,New,A,,Passive canidate,
577,Wanita,21,18-25,151,151,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Akuntansi / Keuangan,Weekend,,,Basic,Low,High,Churn,B,High,Future Candidates,
578,Pria,3,<=17,991,860,monthly,No,Yes,No,No,No,0,No,< 3 Jt,No,,,,,Basic,,Low,New,C,,,
579,Wanita,26,26-35,1327,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Hukum / Legal,,,,Basic,,Low,New,B,,Active canidate,
580,Pria,31,26-35,1409,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Penjualan,,,,Basic,Low,Low,New,B,,Active canidate,
581,Wanita,24,18-25,302,302,,Yes,Yes,Yes,No,Yes,0,No,< 3 Jt,No,Manufaktur,,,,Basic,Low,Medium,New,C,,,
582,Wanita,30,26-35,946,860,monthly,No,Yes,No,No,No,0,Yes,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,A,,Passive canidate,
583,Pria,22,18-25,584,577,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Administrasi / GA,Weekend,,,Basic,Low,Low,Churn,B,,Future Candidates,Different Province
584,Pria,26,26-35,740,740,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,Low,Low,New,B,,,
585,Wanita,23,18-25,28,28,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,,Weekday,,,Moderate,Low,High,First Active,A,,Active canidate,Different Province
586,Pria,26,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,C,,,
587,Pria,23,18-25,484,483,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,Weekend,,,Basic,Low,Medium,Churn,A,High,,Different Province
588,Pria,23,18-25,596,596,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,,Low,New,B,,,
589,Wanita,28,26-35,1718,620,weekly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Personalia / SDM / HR,,,,Moderate,Low,Low,New,A,,Passive canidate,
590,Pria,26,26-35,1436,860,daily,No,Yes,Yes,No,Yes,0,No,< 3 Jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
591,Wanita,19,18-25,397,397,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Medium,New,B,,,
592,Pria,27,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,A,,,
593,Wanita,27,26-35,1222,608,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Manufaktur,Weekday,,,Basic,Low,Low,Churn,B,,Future Candidates,Different Province
594,Pria,23,18-25,233,232,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Seni / Media / Komunikasi,Weekday,,,Moderate,Low,High,Churn,A,Low,,Same Province
595,Pria,32,26-35,781,774,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,A,,,
596,Pria,20,18-25,294,294,monthly,No,Yes,Yes,Yes,Yes,0,Yes,3-5 jt,No,Seni / Media / Komunikasi,Weekday,,,Basic,Low,Medium,Resurrect,B,,,Different Province
597,Wanita,26,26-35,1624,514,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Administrasi / GA,,,,Moderate,Low,Medium,New,B,,Active canidate,
598,Pria,5,<=17,1721,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Penjualan,,,,Basic,,Low,New,B,,,
599,Pria,22,18-25,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,B,,,
600,Pria,22,18-25,1425,860,monthly,No,Yes,No,No,Yes,0,No,6-7 jt,No,Keahlian Teknik,,,,Basic,Low,Low,New,A,,,
601,Pria,33,26-35,2102,860,weekly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,,,,
602,Pria,27,26-35,2217,860,weekly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Personalia / SDM / HR,,,,Basic,,Low,New,B,,,
603,Pria,52,46-55,1379,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,Active canidate,
604,Pria,29,26-35,1058,524,weekly,Yes,Yes,Yes,No,Yes,0,Yes,6-7 jt,No,Akuntansi / Keuangan,Weekday,,,Moderate,Low,Medium,Churn,A,,Active canidate,Same Province
605,Wanita,27,26-35,1002,848,daily,Yes,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Penjualan,,,,Basic,Low,Low,New,B,,Active canidate,
606,Pria,52,46-55,1358,860,weekly,No,Yes,Yes,No,No,0,No,< 3 Jt,No,Administrasi / GA,,,,Basic,,Low,New,C,,Active canidate,
607,Wanita,28,26-35,1107,848,monthly,No,Yes,Yes,No,Yes,2,Yes,,No,Pemasaran ,,,,Moderate,Low,Low,New,A,,Future Candidates,
608,Wanita,26,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,,,,
609,Pria,32,26-35,1148,528,,No,Yes,Yes,,Yes,0,No,,No,Administrasi / GA,,,,Moderate,Low,Medium,New,A,,,
610,Wanita,21,18-25,160,160,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,High,New,,,,
611,Pria,30,26-35,657,650,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,B,,,
612,Pria,22,18-25,1457,860,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,Yes,Administrasi / GA,Weekday,,,Basic,Low,Low,Churn,B,High,,
613,Pria,36,36-45,1467,846,monthly,No,Yes,Yes,Yes,Yes,0,No,8-10 jt,No,Teknologi Informasi (TI),Weekday,,,Moderate,Low,Low,Churn,A,Low,,Same Province
614,Pria,27,26-35,219,219,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Manufaktur,Weekday,,,Basic,Low,High,Churn,B,Low,,Same Province
615,Wanita,28,26-35,2008,843,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Moderate,Low,Low,New,A,,Passive canidate,
616,Pria,39,36-45,1384,860,daily,Yes,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Jasa / Pelayanan,,,,Basic,Low,Low,Churn,B,,Active canidate,
617,Pria,23,18-25,1458,860,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Manufaktur,,,,Basic,Low,Low,New,B,,Active canidate,
618,Wanita,25,18-25,1329,726,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Akuntansi / Keuangan,,,,Moderate,Low,Low,New,B,,Active canidate,
619,Wanita,21,18-25,987,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,,,,,Basic,,Low,New,A,,Future Candidates,
620,Pria,25,18-25,1749,860,2week,No,Yes,No,No,Yes,0,No,3-5 jt,No,Manufaktur,,,,Basic,,Low,New,B,,,
621,Wanita,29,26-35,1116,860,daily,No,Yes,Yes,No,No,0,Yes,< 3 Jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
622,Wanita,22,18-25,355,355,monthly,No,Yes,No,No,No,0,No,,No,,,,,Moderate,,Medium,New,A,,,
623,Pria,31,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,C,,,
624,Wanita,20,18-25,739,678,daily,Yes,Yes,Yes,No,Yes,3,Yes,3-5 jt,No,Akuntansi / Keuangan,,,,Basic,,Low,New,B,,Active canidate,
625,Pria,27,26-35,1350,846,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,Low,Low,New,B,,Active canidate,
626,Pria,28,26-35,1874,843,2week,No,Yes,No,No,Yes,0,No,3-5 jt,No,Hukum / Legal,,,,Moderate,Low,Low,New,A,,Passive canidate,
627,Pria,27,26-35,1548,846,weekly,No,Yes,No,No,Yes,0,No,6-7 jt,No,Akuntansi / Keuangan,,,,Moderate,,Low,New,A,,Future Candidates,
628,Wanita,19,18-25,275,275,monthly,Yes,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Administrasi / GA,Weekday,,,Basic,Low,High,Churn,B,High,,Same Province
629,Pria,33,26-35,1788,860,weekly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,Low,Low,New,A,,,
630,Pria,29,26-35,1920,843,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Pemasaran ,,,,Moderate,Low,Low,Churn,A,,Passive canidate,
631,Wanita,30,26-35,1910,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Bangunan / Konstruksi,,,,Basic,,Low,New,B,,,
632,Pria,26,26-35,58,58,monthly,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,,Weekday,,,Basic,Low,High,First Active,A,,,
633,Wanita,26,26-35,1150,860,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
634,Pria,24,18-25,944,848,daily,Yes,Yes,Yes,No,Yes,0,Yes,3-5 jt,Yes,Jasa / Pelayanan,,,,Moderate,Low,Low,Churn,B,,Active canidate,
635,Pria,27,26-35,1680,860,weekly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,A,,,
636,Pria,28,26-35,1012,860,monthly,No,Yes,No,No,No,0,Yes,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,A,,Passive canidate,
637,Pria,28,26-35,1339,860,weekly,No,Yes,Yes,No,No,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,,Low,New,A,,Active canidate,
638,Wanita,22,18-25,1338,846,daily,Yes,Yes,Yes,Yes,Yes,1,No,3-5 jt,No,Keahlian Teknik,,,,Basic,Low,Low,New,B,,Active canidate,
639,Pria,22,18-25,1711,860,daily,No,Yes,Yes,Yes,Yes,0,Yes,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,Active canidate,
640,Wanita,29,26-35,389,389,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Basic,,Medium,New,B,,,
641,Pria,22,18-25,1425,860,weekly,No,Yes,No,No,No,0,No,8-10 jt,No,Keahlian Teknik,,,,Basic,,Low,New,A,,,
642,Pria,22,18-25,1448,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,,
643,Wanita,22,18-25,1035,860,daily,No,Yes,Yes,No,Yes,1,Yes,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,Active canidate,
644,Wanita,25,18-25,994,860,monthly,Yes,Yes,No,No,No,0,No,,No,,,,,Basic,,Low,New,,,,
645,Pria,23,18-25,727,720,monthly,No,Yes,No,No,No,0,No,< 3 Jt,No,Ilmu Pengetahuan,,,,Basic,,Low,New,C,,,
646,Wanita,24,18-25,752,661,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Manufaktur,Weekend,,,Basic,Low,Low,Churn,B,,Active canidate,Same Province
647,Wanita,25,18-25,293,293,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,Medium,New,A,,,
648,Pria,31,26-35,100,100,monthly,No,Yes,No,No,Yes,0,No,11-15 jt,No,Perencanaan & Pengembangan Perusahaan,,,,Moderate,,High,New,A,,Passive canidate,
649,Pria,27,26-35,816,809,monthly,No,Yes,No,No,No,0,No,6-7 jt,No,Keahlian Teknik,,,,Moderate,,Low,New,A,,,
650,,52,46-55,846,839,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Personalia / SDM / HR,,,,Moderate,,Low,New,A,,Active canidate,
651,Pria,31,26-35,1087,528,,No,Yes,,,No,0,No,,Yes,Keahlian Teknik,,,,Moderate,Low,Medium,New,A,,Passive canidate,
652,Pria,25,18-25,1035,528,,No,Yes,,,Yes,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Medium,New,A,,Passive canidate,
653,Wanita,38,36-45,1110,848,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,A,,Passive canidate,
654,Pria,27,26-35,1455,846,weekly,No,Yes,No,No,No,0,No,< 3 Jt,No,Keahlian Teknik,,,,Basic,,Low,New,C,,Passive canidate,
655,Wanita,22,18-25,142,142,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,High,New,B,,,
656,Wanita,22,18-25,235,235,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Administrasi / GA,Weekday,,,Basic,Low,High,Churn,B,Low,Future Candidates,
657,Pria,23,18-25,661,652,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Keahlian Teknik,,,,Basic,Low,Low,New,A,,Future Candidates,
658,Pria,25,18-25,1364,860,monthly,No,Yes,Yes,No,No,0,No,3-5 jt,No,,,,,Basic,Low,Low,New,A,,,
659,Wanita,27,26-35,1071,848,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Ilmu Pengetahuan,,,,Moderate,,Low,New,A,,Passive canidate,
660,Pria,42,36-45,75,75,daily,No,Yes,No,No,Yes,0,Yes,11-15 jt,No,,Weekday,,,Moderate,Low,High,Retain,A,,,
661,Wanita,19,18-25,251,251,monthly,No,Yes,No,No,No,0,No,< 3 Jt,No,Administrasi / GA,,,,Basic,,High,New,C,,,
662,Pria,26,26-35,1528,846,weekly,No,Yes,Yes,No,Yes,0,No,< 3 Jt,No,Akuntansi / Keuangan,,,,Moderate,Low,Low,New,A,,Active canidate,
663,Pria,37,36-45,803,797,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,Low,Low,New,B,,,
664,Wanita,52,46-55,1605,860,monthly,No,Yes,Yes,Yes,No,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,A,,,
665,Pria,22,18-25,198,198,monthly,No,Yes,Yes,No,Yes,0,Yes,< 3 Jt,No,Jasa / Pelayanan,Weekday,,,Basic,Low,High,Churn,C,,,
666,Pria,29,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,A,,,
667,Pria,21,18-25,456,444,monthly,No,Yes,Yes,No,Yes,0,No,,No,Manufaktur,Weekday,,,Basic,Low,Medium,Churn,C,Low,Future Candidates,Same Province
668,Pria,26,26-35,1012,848,2week,Yes,Yes,Yes,No,Yes,0,No,< 3 Jt,No,Teknologi Informasi (TI),,,,Moderate,Low,Low,Churn,A,,Future Candidates,
669,Wanita,22,18-25,1455,846,monthly,No,Yes,Yes,Yes,Yes,0,Yes,3-5 jt,Yes,Hukum / Legal,,,,Moderate,Low,Low,New,A,,Future Candidates,
670,Pria,32,26-35,1389,846,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,B,,Active canidate,
671,Pria,29,26-35,480,473,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Moderate,,Medium,New,A,,Passive canidate,
672,Pria,1,<=17,243,243,monthly,No,Yes,No,No,No,0,No,,No,,,,,Moderate,,High,New,A,,,
673,Wanita,21,18-25,1091,848,daily,No,Yes,No,No,Yes,0,Yes,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,B,,Future Candidates,
674,Pria,20,18-25,657,651,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Ilmu Pengetahuan,,,,Basic,Low,Low,New,B,,,
675,Wanita,26,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,C,,,
676,Pria,26,26-35,855,628,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,Low,Low,New,B,,,
677,Pria,29,26-35,882,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,B,,Passive canidate,
678,Pria,26,26-35,1190,860,daily,No,Yes,Yes,No,Yes,2,Yes,3-5 jt,No,Hukum / Legal,,,,Moderate,Low,Low,New,A,,Active canidate,
679,Pria,25,18-25,985,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Penjualan,,,,Moderate,,Low,New,A,,,
680,Pria,27,26-35,956,860,monthly,No,Yes,No,No,Yes,0,Yes,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,B,,Passive canidate,
681,Pria,23,18-25,1421,860,monthly,No,Yes,Yes,Yes,Yes,0,No,< 3 Jt,No,Penjualan,,,,Basic,Low,Low,New,C,,Future Candidates,
682,Pria,31,26-35,1351,846,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,A,,Passive canidate,
683,Pria,23,18-25,149,149,monthly,No,Yes,No,No,No,0,No,,No,Keahlian Teknik,,,,Moderate,,High,New,A,,Future Candidates,
